,Date,Team,Acquired,Relinquished,Notes
2229,12/11/1996,Rockets, Charles Jones (b. 1957-04-03),,activated from IL
2230,12/11/1996,Sonics,, Antonio Harvey,placed on IR with strained lumbar spine muscles
2231,12/11/1996,Sonics, Nate McMillan,,activated from IL
2222,12/10/1996,Clippers,, Stanley Roberts,placed on IR with ruptured disk in lower back
2223,12/10/1996,Clippers, Eric Piatkowski,,activated from IL
2224,12/10/1996,Grizzlies,, Greg Anthony,placed on IL with sore back (date 12-12 per NYT)
2225,12/10/1996,Kings, Kevin Salvadori,,activated from IL
2226,12/10/1996,Magic, Dennis Scott,,activated from IL
2227,12/10/1996,Nets, Xavier McDaniel,,activated from IL
2219,12/9/1996,Grizzlies,, Greg Anthony,placed on IR with stress fracture in left ankle
2220,12/9/1996,Mavericks, Jamal Mashburn,,activated from IL
2221,12/9/1996,Spurs, David Robinson,,activated from IL
2215,12/8/1996,Mavericks,, Fred Roberts,placed on IL with sprained left elbow
2216,12/8/1996,Raptors, Carlos Rogers,,activated from IL
2217,12/8/1996,Warriors,, Lou Roe,placed on IL with strained lower back
2218,12/8/1996,Warriors, Vernell Coles / Bimbo Coles,,activated from IL
2214,12/7/1996,Hawks,, Dikembe Mutombo,flu (DNP)
2209,12/6/1996,76ers, Mark Hendrickson,,activated from IL
2210,12/6/1996,Pistons,, Jerome Williams,placed on IL with sprained left wrist
2211,12/6/1996,Pistons, Litterial Green,,activated from IL
2212,12/6/1996,Suns,, Darrin Hancock,placed on IR with bilateral knee bruises
2213,12/6/1996,Suns, Mark Bryant,,activated from IL
2205,12/5/1996,Magic, Anfernee Hardaway / Penny Hardaway,,activated from IL
2206,12/5/1996,Nets,, Reggie Williams,placed on IR with stress fracture in left tibia
2207,12/5/1996,Nuggets,, Sarunas Marciulionis,placed on IR with arthroscopic surgery to repair torn ligament in right knee
2208,12/5/1996,Nuggets, LaPhonso Ellis,,activated from IL
2203,12/4/1996,Bulls,, Luc Longley,placed on IL with separated left shoulder
2204,12/4/1996,Bulls, Robert Parish,,activated from IL
2199,12/3/1996,76ers,, Don MacLean,placed on IL with strained left hip flexor
2200,12/3/1996,Blazers,, Mitchell Butler,placed on IL with tendinitis in both knees
2201,12/3/1996,Blazers, Jermaine O'Neal,,activated from IL
2202,12/3/1996,Raptors,, Zan Tabak,placed on IL with sore left heel
2198,12/2/1996,Hawks, Priest Lauderdale,,activated from IL
2194,11/30/1996,Grizzlies,, Theodore Edwards / Blue Edwards,placed on IL with right knee tendinitis
2195,11/30/1996,Grizzlies, Chris Robinson,,activated from IL
2196,11/30/1996,Raptors,, Carlos Rogers,placed on IL with upper respiratory infection
2197,11/30/1996,Raptors, Zan Tabak,,activated from IL
2192,11/29/1996,Clippers,, Eric Piatkowski,placed on IL with flu
2193,11/29/1996,Clippers, Brent Barry,,activated from IL
2190,11/28/1996,Pacers,, Brent Scott,placed on IL with stress fracture in left leg
2191,11/28/1996,Pacers, Eddie Johnson (Arnet),,activated from IL
2187,11/27/1996,Celtics,, Pervis Ellison,placed on IR with fractured right big toe
2188,11/27/1996,Celtics, Dee Brown (a),,activated from IL
2189,11/27/1996,Rockets,, Charles Jones (b. 1957-04-03),placed on IL with strained lower back
2179,11/26/1996,76ers,, Mark Hendrickson,placed on IR with lumbar spine strain and sprain
2180,11/26/1996,76ers, Doug Overton,,activated from IL
2181,11/26/1996,Blazers, Aleksandar Djordjevic,,activated from IL
2182,11/26/1996,Bucks, Andrew Lang,,activated from IL
2183,11/26/1996,Rockets,, Emanual Davis,placed on IL with torn ACL in right knee
2184,11/26/1996,Rockets, Randy Livingston,,activated from IL
2185,11/26/1996,Suns,, Ben Davis,placed on IR with ligament damage to right little finger
2186,11/26/1996,Suns, John Williams / Hot Rod Williams,,activated from IL
2177,11/25/1996,Blazers,, Reggie Jordan,placed on IR with jammed left thumb
2178,11/25/1996,Magic,, Dennis Scott,placed on IR with pulled left hamstring
2175,11/24/1996,Celtics, Greg Minor,,activated from IL
2176,11/24/1996,Suns, Kevin Johnson,,activated from IL
2172,11/23/1996,Nets,, Xavier McDaniel,placed on IR with pulled left hamstring
2173,11/23/1996,Raptors, Mark Hughes,,activated from IL
2174,11/23/1996,Suns,, Wayman Tisdale,placed on IL with right shoulder tendinitis
2168,11/22/1996,Bulls,, Robert Parish,placed on IL with strained lower back
2169,11/22/1996,Bulls, Dickey Simpkins,,activated from IL
2170,11/22/1996,Mavericks, Greg Dreiling,,activated from IL
2171,11/22/1996,Pistons, Jerome Williams,,activated from IL
2166,11/21/1996,Magic, Dennis Scott,,activated from IL
2167,11/21/1996,Mavericks,, Jamal Mashburn,placed on IR with fractured right cheekbone
2164,11/20/1996,Warriors,, Vernell Coles / Bimbo Coles,placed on IL with broken right wrist
2165,11/20/1996,Warriors, Lou Roe,,activated from IL
2155,11/19/1996,Heat,, Kurt Thomas,placed on IR with stress fracture in right ankle
2156,11/19/1996,Heat, James Scott,,activated from IL
2157,11/19/1996,Knicks,, Chris Jent,placed on IL with strained lower back
2158,11/19/1996,Knicks, Chris Childs,,activated from IL
2159,11/19/1996,Magic,, Anfernee Hardaway / Penny Hardaway,placed on IL with arthroscopic surgery on left knee
2160,11/19/1996,Magic, Amal McCaskill,,activated from IL
2161,11/19/1996,Nuggets,, Ricky Pierce,placed on IL with strained lower back
2162,11/19/1996,Raptors,, Zan Tabak,placed on IL with sore left heel
2163,11/19/1996,Raptors, Melvin Robinson,,activated from IL
2154,11/18/1996,Hawks, Ken Norman,,activated from IL
2150,11/17/1996,Bucks,, Andrew Lang,placed on IR with right Achilles tendon (tendinitis in right arch per SportsNetwork)
2151,11/17/1996,Bucks, Keith Tower,,activated from IL
2152,11/17/1996,Kings,, Brian Grant,placed on IR with torn right rotator cuff
2153,11/17/1996,Lakers, Jerome Kersey,,activated from IL
2147,11/16/1996,Sonics,, Nate McMillan,placed on IR with strained right adductor muscle
2148,11/16/1996,Sonics, Greg Graham,,activated from IL
2149,11/16/1996,Raptors,, Melvin Robinson,placed on IR with chronic right knee tendinitis
2145,11/15/1996,76ers, Mark Hendrickson,,activated from IL
2146,11/15/1996,Jazz, Jamie Watson,,activated from IL
2140,11/14/1996,76ers,, Doug Overton,placed on IL with sprained right ankle
2141,11/14/1996,Hawks,, Priest Lauderdale,placed in IR with foot injury (soreness in right knee and date 11-13 per P and SportsNetwork)
2142,11/14/1996,Lakers,, Cedric Ceballos,placed on IR with partially torn patella tendon in right knee
2143,11/14/1996,Pacers,, Haywoode Workman,placed on IL with torn ACL in left knee
2144,11/14/1996,Pacers, Duane Ferrell,,activated from IL
2137,11/13/1996,Hawks,, Alan Henderson,placed on IR with acute viral pancreatitis / gastrointestinal flu (P) (date 11-12 per P)
2138,11/13/1996,Warriors,, Jon Koncak,placed on IL with knee surgery (out for season)
2139,11/13/1996,Warriors, Andrew DeClercq,,activated from IL
2131,11/12/1996,Magic,, Dennis Scott,placed on IL with strained left hamstring
2132,11/12/1996,Mavericks,, Erick Strickland,placed on IR with a strained left shoulder
2133,11/12/1996,Mavericks, Samaki Walker,,activated from IL
2134,11/12/1996,Pistons,, Jerome Williams,placed on IL with sprained left wrist
2135,11/12/1996,Rockets,, Randy Livingston,placed on IL with right knee tendinitis
2136,11/12/1996,Rockets, Charles Jones (b. 1957-04-03),,activated from IL
2127,11/11/1996,Bullets, Gheorghe Muresan,,activated from IL
2128,11/11/1996,Bulls,, Dickey Simpkins,placed on IL with right Achilles tendinitis
2129,11/11/1996,Bulls, Jason Caffey,,activated from IL
2130,11/11/1996,Pistons, Don Reid,,activated from IL
2126,11/9/1996,Nuggets, Rich King,,activated from IL
2124,11/8/1996,Bullets,, Lorenzo Williams,placed on IL with left knee tendinitis (irritated miniscus per Stats)
2125,11/8/1996,Celtics,, Alton Lister,placed on IR with torn rotator cuff in right shoulder
2123,11/7/1996,Nuggets,, LaPhonso Ellis,placed on IR with left knee surgery
2121,11/3/1996,Hawks,, Ken Norman,placed on IL with strained lower back
2122,11/3/1996,Warriors, Anthony Harris,,activated from IL
2119,11/2/1996,Warriors,, Andrew DeClercq,placed on IL with sprained left ankle
2120,11/2/1996,Warriors,, Lou Roe,placed on IL with strained right hamstring
2118,11/1/1996,Magic, Jon Koncak,,activated from IL
2062,10/31/1996,76ers,, Mark Hendrickson,placed on IL
2063,10/31/1996,Bucks,, Keith Tower,placed on IL with broken right hand
2064,10/31/1996,Bucks,, Martyn Norris / Moochie Norris,placed on IL with strained groin
2065,10/31/1996,Bullets,, Gheorghe Muresan,placed on IR with strained hip flexor
2066,10/31/1996,Bullets,, Tim Legler,placed on IL recovering from surgery on knee to repair torn ACL
2067,10/31/1996,Bulls,, Jason Caffey,placed on IL with strained right hip
2068,10/31/1996,Bulls,, Thomas Hamilton,placed on IR with strained right adductor
2069,10/31/1996,Cavaliers,, Shawnelle Scott,placed on IR with posterior capsule strain of left knee
2070,10/31/1996,Cavaliers,, Zydrunas Ilgauskas,placed on IL with broken bone in right foot
2071,10/31/1996,Celtics,, Dee Brown (a),placed on IL with lower back pain
2072,10/31/1996,Celtics,, Greg Minor,placed on IR with a stress fracture in right foot
2073,10/31/1996,Celtics,, Steve Hamer,placed on IR with torn lateral meniscus in left knee
2074,10/31/1996,Clippers,, Brent Barry,placed on IR with strained ligament in left thumb
2075,10/31/1996,Clippers,, Dwayne Schintzius,placed on IL with sprained right ankle
2076,10/31/1996,Grizzlies,, Chris Robinson,placed on IL with hamstring tendinitis
2077,10/31/1996,Grizzlies,, Doug Edwards,placed on IR with compartment syndrome
2078,10/31/1996,Heat,, James Scott,placed on IR with rehab from extensive oral surgery
2079,10/31/1996,Heat,, Martin Muursepp,placed on IL with patellar tendinitis in left knee
2080,10/31/1996,Heat,, Tony Farmer,placed on IL with strained right rotator cuff
2081,10/31/1996,Hornets,, Carlos Strong,placed on IR back surgery
2082,10/31/1996,Hornets,, Rafael Addison,placed on IL with strained left hamstring
2083,10/31/1996,Jazz,, Jamie Watson,placed on IL with sprained left ankle
2084,10/31/1996,Kings,, Kevin Salvadori,placed on IL with sprained left ankle
2085,10/31/1996,Knicks,, Dontae' Jones,placed on IR with foot surgery
2086,10/31/1996,Knicks,, Eric Leckner,placed on IL with sprained right ankle
2087,10/31/1996,Lakers,, Jerome Kersey,placed on IR with fractured left foot
2088,10/31/1996,Lakers,, Trevor Wilson,placed on IL with left knee tendinitis
2089,10/31/1996,Magic,, Amal McCaskill,placed on IL with right knee patella tendinitis
2090,10/31/1996,Magic,, Brian Evans,placed on IL with shoulder surgery
2091,10/31/1996,Magic,, Jon Koncak,placed on IR with left knee surgery
2092,10/31/1996,Mavericks,, Greg Dreiling,placed on IL
2093,10/31/1996,Mavericks,, Samaki Walker,placed on IR with weak right quadricep
2094,10/31/1996,Nets,, David Benoit,placed on IL with torn right Achilles tendon
2095,10/31/1996,Nets,, Kevin Edwards,placed on IL with right knee surgery (left knee tendinitis per Stats)
2096,10/31/1996,Nuggets,, Keith Jennings,placed on IL with torn ACL
2097,10/31/1996,Nuggets,, Rich King,placed on IL with torn cartilage in left knee
2098,10/31/1996,Pacers,, Duane Ferrell,placed on IR with torn right calf muscle
2099,10/31/1996,Pacers,, Eddie Johnson (Arnet),placed on IL with knee surgery rehab
2100,10/31/1996,Pacers,, Rik Smits,placed on IR with surgery on foot
2101,10/31/1996,Pistons,, Don Reid,placed on IR with torn meniscus in left knee (arthroscopic surgery per Stats)
2102,10/31/1996,Pistons,, Litterial Green,placed on IR with strained right leg
2103,10/31/1996,Raptors,, Mark Hughes,placed on IR with dislocated finger in left hand
2104,10/31/1996,Rockets,, Brent Price,placed on IR with broken left arm
2105,10/31/1996,Rockets,, Charles Jones (b. 1957-04-03),placed on IL with strained lower back
2106,10/31/1996,Sonics,, Greg Graham,placed on IR with strained right thigh
2107,10/31/1996,Sonics,, Steve Scheffler,placed on IR with injured right foot
2108,10/31/1996,Suns,, John Williams / Hot Rod Williams,placed on IL
2109,10/31/1996,Suns,, John Williams / Hot Rod Williams,placed on IR with surgery on right big toe
2110,10/31/1996,Suns,, Kevin Johnson,placed on IR with abdominal hernia
2111,10/31/1996,Suns,, Mark Bryant,placed on IR with left knee surgery (strained hip flexor per Stats)
2112,10/31/1996,Timberwolves,, Bill Curley,placed on IR with rehab from right knee surgery
2113,10/31/1996,Timberwolves,, Micheal Williams,placed on IR with plantar fascia strain in left foot
2114,10/31/1996,Timberwolves,, Virginius Praskevicius,placed on IR with left ankle strain
2115,10/31/1996,Warriors,, Anthony Harris,placed on IR with hairline fracture in right ankle
2116,10/31/1996,Warriors,, Marcus Mann,placed on IL with strained lower back
2117,10/31/1996,Warriors,, Mike Peplowski,placed on IR with torn ACL (out for season)
2056,10/30/1996,Blazers,, Aleksandar Djordjevic,placed on IL with sprained right ankle
2057,10/30/1996,Blazers,, Jermaine O'Neal,placed on IL with sprained left knee / bone contusion in left knee (Stats)
2058,10/30/1996,Blazers,, Marcus Brown,placed on IL with strained right groin
2059,10/30/1996,Knicks,, Chris Childs,placed on IR with broken right leg
2060,10/30/1996,Spurs,, Chuck Person,placed on IR with back surgery
2061,10/30/1996,Spurs,, David Robinson,placed on IL with strained lower back
2055,9/11/1996,Pacers,, Rik Smits,placed on IR with surgery on feet (date approximate)
1997,4/22/1996,76ers, Derrick Coleman,,activated from IL
1998,4/22/1996,76ers, Scott Williams,,activated from IL
1999,4/22/1996,Blazers, Bill Curley,,activated from IL
2000,4/22/1996,Blazers, Randolph Childress,,activated from IL
2001,4/22/1996,Bullets, Chris Webber,,activated from IL
2002,4/22/1996,Bullets, Mark Price,,activated from IL
2003,4/22/1996,Bullets, Rasheed Wallace,,activated from IL
2004,4/22/1996,Bullets, Robert Pack,,activated from IL
2005,4/22/1996,Bulls, Bill Wennington,,activated from IL
2006,4/22/1996,Bulls, Jason Caffey,,activated from IL
2007,4/22/1996,Bulls, Ron Harper (Sr.),,activated from IL
2008,4/22/1996,Cavaliers, Brad Daugherty,,activated from IL
2009,4/22/1996,Cavaliers, Darryl Johnson,,activated from IL
2010,4/22/1996,Cavaliers, Harold Miner,,activated from IL
2011,4/22/1996,Celtics, Dino Radja,,activated from IL
2012,4/22/1996,Celtics, Doug Smith,,activated from IL
2013,4/22/1996,Celtics, Eric Montross,,activated from IL
2014,4/22/1996,Clippers, Brian Williams / Bison Dele,,activated from IL
2015,4/22/1996,Grizzlies, Eric Mobley,,activated from IL
2016,4/22/1996,Grizzlies, Rich Manning,,activated from IL
2017,4/22/1996,Hawks, Blair Rasmussen,,activated from IL
2018,4/22/1996,Heat, Chris Gatling,,activated from IL
2019,4/22/1996,Heat, Jeff Malone,,activated from IL
2020,4/22/1996,Hornets, Scott Burrell,,activated from IL
2021,4/22/1996,Hornets, Tyrone Bogues / Muggsy Bogues,,activated from IL
2022,4/22/1996,Jazz, James Donaldson,,activated from IL
2023,4/22/1996,Jazz, Jamie Watson,,activated from IL
2024,4/22/1996,Kings, Byron Houston,,activated from IL
2025,4/22/1996,Kings, Clint McDaniel,,activated from IL
2026,4/22/1996,Knicks, Anthony Tucker,,activated from IL
2027,4/22/1996,Knicks, Charles Oakley,,activated from IL
2028,4/22/1996,Lakers, Anthony Miller / Pig Miller,,activated from IL
2029,4/22/1996,Lakers, Frankie King,,activated from IL
2030,4/22/1996,Magic, Darrell Armstrong,,activated from IL
2031,4/22/1996,Magic, David Vaughn (III),,activated from IL
2032,4/22/1996,Magic, Kenny Gattison,,activated from IL
2033,4/22/1996,Mavericks, Jamal Mashburn,,activated from IL
2034,4/22/1996,Nets, Kendall Gill,,activated from IL
2035,4/22/1996,Nets, Kevin Edwards,,activated from IL
2036,4/22/1996,Nets, Tim Perry,,activated from IL
2037,4/22/1996,Nuggets, Mahmoud Abdul-Rauf / Chris Jackson,,activated from IL
2038,4/22/1996,Nuggets, Rastko Cvetkovic,,activated from IL
2039,4/22/1996,Pacers, Reggie Miller,,activated from IL
2040,4/22/1996,Pacers, Scott Haskin,,activated from IL
2041,4/22/1996,Raptors, B.J. Tyler,,activated from IL
2042,4/22/1996,Raptors, Carlos Rogers,,activated from IL
2043,4/22/1996,Raptors, Sharone Wright,,activated from IL
2044,4/22/1996,Rockets, Clyde Drexler,,activated from IL
2045,4/22/1996,Rockets, Robert Horry,,activated from IL
2046,4/22/1996,Rockets, Tim Breaux,,activated from IL
2047,4/22/1996,Sonics, Frank Brickowski,,activated from IL
2048,4/22/1996,Spurs, Dell Demps,,activated from IL
2049,4/22/1996,Suns, John Coker,,activated from IL
2050,4/22/1996,Suns, Terrence Rencher,,activated from IL
2051,4/22/1996,Timberwolves, Darrick Martin,,activated from IL
2052,4/22/1996,Timberwolves, Micheal Williams,,activated from IL
2053,4/22/1996,Warriors, Chris Mullin,,activated from IL
2054,4/22/1996,Warriors, Rony Seikaly,,activated from IL
1994,4/21/1996,Pacers,, Rik Smits,placed on IR with sore right foot
1995,4/21/1996,Pacers, Dwayne Schintzius,,activated from IL
1996,4/21/1996,Rockets,, Clyde Drexler,placed on IR with swollen right knee
1989,4/20/1996,Heat,, Chris Gatling,placed on IL with strained left knee
1990,4/20/1996,Heat, Predrag Danilovic / Sasha Danilovic,,activated from IL
1991,4/20/1996,Rockets,, Robert Horry,placed on IL with sprained left ankle
1992,4/20/1996,Rockets, Melvin Booker,,activated from IL
1993,4/20/1996,Rockets, Tracy Moore,,activated from IL
1985,4/19/1996,Bulls,, Ron Harper (Sr.),placed on IR with injured ankle
