Unnamed: 0,Date,Team,Acquired,Relinquished,Notes
18466,2012-11-03,Warriors, Kent Bazemore,,activated from IL
18467,2012-11-03,Wizards, Kevin Seraphin,,activated from IL
18468,2012-11-03,Warriors,, Brandon Rush,placed on IL with torn ACL in left knee (out for season)
18469,2012-11-04,Magic,, Hidayet Turkoglu / Hedo Turkoglu,placed on IL with fractured left hand
18470,2012-11-04,Magic, DeQuan Jones,,activated from IL
18471,2012-11-04,Pistons,, Khris Middleton,placed on IL
18472,2012-11-04,Pistons, Viacheslav Kravtsov / Sasha Kravtsov,,activated from IL
18473,2012-11-05,Blazers,, Victor Claver,placed on IL
18474,2012-11-05,Blazers, Aleksandar Pavlovic / Sasha Pavlovic,,activated from IL
18475,2012-11-05,Nets,, Gerald Wallace,placed on IL with sprained left ankle
18476,2012-11-05,Nets, Jerry Stackhouse,,activated from IL
18477,2012-11-05,Suns, Diante Garrett,,activated from IL
18478,2012-11-05,Warriors,, Kent Bazemore,placed on IL
18479,2012-11-05,Warriors, Andrew Bogut,,activated from IL
18480,2012-11-06,Nuggets,, Quincy Miller,placed on IL
18481,2012-11-06,Nuggets, Timofey Mozgov,,activated from IL
18482,2012-11-06,Pistons,, Viacheslav Kravtsov / Sasha Kravtsov,placed on IL
18483,2012-11-06,Pistons, Khris Middleton,,activated from IL
18484,2012-11-07,Bobcats,, Gerald Henderson Jr.,placed on IL with sprained left foot
18485,2012-11-07,Bobcats, DeSagana Diop,,activated from IL
18486,2012-11-07,Bucks,, Beno Udrih,placed on IL with bruised right quadricep
18487,2012-11-07,Bucks, John Henson,,activated from IL
18488,2012-11-07,Cavaliers,, Anderson Varejao,placed on IL with bruised right knee
18489,2012-11-07,Cavaliers,, Tyler Zeller,placed on IL with fractured left cheekbone / concussion
18490,2012-11-07,Cavaliers, Jeremy Pargo,,activated from IL
18491,2012-11-07,Cavaliers, Luke Harangody,,activated from IL
18492,2012-11-07,Heat,, Terrel Harris,placed on IL
18493,2012-11-07,Heat, Josh Harrellson,,activated from IL
18494,2012-11-07,Mavericks,, Shawn Marion,placed on IL with sprained MCL in left knee
18495,2012-11-07,Mavericks, Rodrigue Beaubois,,activated from IL
18496,2012-11-07,Nuggets,, Wilson Chandler,placed on IL recovering from surgery on left hip to repair torn labrum
18497,2012-11-07,Nuggets, Quincy Miller,,activated from IL
18498,2012-11-07,Pistons,, Khris Middleton,placed on IL
18499,2012-11-07,Pistons, Viacheslav Kravtsov / Sasha Kravtsov,,activated from IL
18500,2012-11-07,Raptors,, Kyle Lowry,placed on IL with sprained right ankle / bone bruise in right foot
18501,2012-11-07,Raptors, Quincy Acy,,activated from IL
18502,2012-11-07,Rockets,, Scott Machado,placed on IL
18503,2012-11-07,Rockets, Greg Smith (b. 1991-01-08),,activated from IL
18504,2012-11-08,Warriors,, Andrew Bogut,placed on IL with sore left ankle
18505,2012-11-09,Bucks,, Drew Gooden,placed on IL
18506,2012-11-09,Bucks, Beno Udrih,,activated from IL
18507,2012-11-09,Cavaliers, Anderson Varejao,,activated from IL
18508,2012-11-09,Heat,, Dwyane Wade,placed on IL with illness
18509,2012-11-09,Kings,, Tyler Honeycutt,placed on IL
18510,2012-11-09,Kings, John Salmons,,activated from IL
18511,2012-11-09,Lakers, Darius Johnson-Odom,,activated from IL
18512,2012-11-09,Nets,, MarShon Brooks,placed on IL with sprained left ankle
18513,2012-11-09,Nets, Josh Childress,,activated from IL
18514,2012-11-09,Pacers,, Orlando Johnson,placed on IL
18515,2012-11-09,Pacers, Jeff Pendergraph / Jeff Ayres,,activated from IL
18516,2012-11-09,Spurs,, Stephen Jackson,placed on IL with flu / stomach virus
18517,2012-11-09,Spurs, Cory Joseph,,activated from IL
18518,2012-11-09,Thunder,, Hasheem Thabeet,placed on IL with sprained left ankle
18519,2012-11-09,Thunder, Daniel Orton,,activated from IL
18520,2012-11-09,Warriors, Kent Bazemore,,activated from IL
18521,2012-11-09,Lakers,, Devin Ebanks,placed on IL after arrest for DUI
18522,2012-11-10,Pacers,, Miles Plumlee,placed on IL
18523,2012-11-10,Pacers, Orlando Johnson,,activated from IL
18524,2012-11-10,Pistons,, Viacheslav Kravtsov / Sasha Kravtsov,placed on IL
18525,2012-11-10,Pistons, Khris Middleton,,activated from IL
18526,2012-11-10,Raptors,, Landry Fields,placed on IL with sore right wrist/hand
18527,2012-11-10,Spurs,, (William) Tony Parker,placed on IL with flu
18528,2012-11-10,Spurs, Stephen Jackson,,activated from IL
18529,2012-11-11,Cavaliers,, Luke Harangody,placed on IL with right knee injury
18530,2012-11-11,Heat,, Terrel Harris,placed on IL
18531,2012-11-11,Heat, Dwyane Wade,,activated from IL
18532,2012-11-12,Bulls,, Kirk Hinrich,placed on IL with right hip/gluteus/hamstring injury
18533,2012-11-12,Heat,, Josh Harrellson,placed on IL
18534,2012-11-12,Heat, Terrel Harris,,activated from IL
18535,2012-11-12,Nuggets,, Quincy Miller,placed on IL
18536,2012-11-12,Nuggets, Wilson Chandler,,activated from IL
18537,2012-11-12,Raptors,, Alan Anderson,placed on IL with partially torn plantar fascia in left foot
18538,2012-11-12,Thunder,, Daniel Orton,placed on IL
18539,2012-11-12,Thunder, Hasheem Thabeet,,activated from IL
18540,2012-11-13,Blazers,, Will Barton,placed on IL
18541,2012-11-13,Blazers, Victor Claver,,activated from IL
18542,2012-11-13,Lakers,, Steve Blake,placed on IL with abdominal strain
18543,2012-11-13,Lakers, Devin Ebanks,,activated from IL
18544,2012-11-13,Pacers,, Orlando Johnson,placed on IL
18545,2012-11-13,Pacers, Miles Plumlee,,activated from IL
18546,2012-11-13,Spurs,, Cory Joseph,placed on IL
18547,2012-11-13,Spurs, (William) Tony Parker,,activated from IL
18548,2012-11-13,Rockets, Royce White,,activated from IL
18549,2012-11-14,Bulls, Kirk Hinrich,,activated from IL
18550,2012-11-14,Hawks,, Devin Harris,placed on IL with illness (P)
18551,2012-11-14,Hawks, Johan Petro,,activated from IL
18552,2012-11-14,Pistons,, Rodney Stuckey,placed on IL with flu
18553,2012-11-14,Pistons, Corey Maggette,,activated from IL
18554,2012-11-14,Rockets,, Donatas Motiejunas,placed on IL
18555,2012-11-14,Suns,, Diante Garrett,placed on IL
18556,2012-11-14,Celtics,, Kris Joseph,placed on IL
18557,2012-11-15,Heat,, Dwyane Wade,placed on IL with sprained right (P) / left (CBC) foot
18558,2012-11-15,Heat, Josh Harrellson,,activated from IL
18559,2012-11-15,Nets,, Tornike Shengelia,placed on IL (date 11-18 per P)
18560,2012-11-15,Nets, MarShon Brooks,,activated from IL (date 11-18 per P)
18561,2012-11-16,Blazers,, Nolan Smith,placed on IL
18562,2012-11-16,Blazers, Will Barton,,activated from IL
18563,2012-11-16,Hawks,, DeShawn Stevenson,placed on IL with back injury
18564,2012-11-16,Hawks, Devin Harris,,activated from IL
18565,2012-11-16,Mavericks,, Jared Cunningham,placed on IL
18566,2012-11-16,Mavericks, Shawn Marion,,activated from IL
18567,2012-11-16,Pacers,, Ben Hansbrough,placed on IL
18568,2012-11-16,Pacers, Orlando Johnson,,activated from IL
18569,2012-11-16,Pistons,, Kim English,placed on IL
18570,2012-11-16,Pistons, Rodney Stuckey,,activated from IL
18571,2012-11-17,Cavaliers,, Jon Leuer,placed on IL
18572,2012-11-17,Cavaliers, Tyler Zeller,,activated from IL
18573,2012-11-17,Nuggets,, Wilson Chandler,placed on IL
18574,2012-11-17,Nuggets, Julyan Stone,,activated from IL
18575,2012-11-18,Blazers,, Joel Freeland,placed on IL
18576,2012-11-18,Blazers, Nolan Smith,,activated from IL
18577,2012-11-18,Nets,, Keith Bogans,placed on IL
18578,2012-11-18,Nets, Gerald Wallace,,activated from IL
18579,2012-11-18,Pacers,, Orlando Johnson,placed on IL
18580,2012-11-18,Pacers, Ben Hansbrough,,activated from IL
18581,2012-11-19,Bobcats,, Tyrus Thomas,placed on IL with torn muscle in left calf
18582,2012-11-19,Hawks,, Johan Petro,placed on IL
18583,2012-11-19,Hawks, DeShawn Stevenson,,activated from IL
18584,2012-11-19,Pacers,, Miles Plumlee,placed on IL
18585,2012-11-19,Pacers, Orlando Johnson,,activated from IL
18586,2012-11-20,Nets,, Tyshawn Taylor,placed on IL
18587,2012-11-20,Nets, Keith Bogans,,activated from IL
18588,2012-11-20,Raptors, Kyle Lowry,,activated from IL
18589,2012-11-21,Blazers,, J.J. Hickson,placed on IL with left shoulder injury
18590,2012-11-21,Blazers, Joel Freeland,,activated from IL
18591,2012-11-21,Cavaliers,, Kyrie Irving,placed on IL with fractured left index finger
18592,2012-11-21,Cavaliers, Jon Leuer,,activated from IL
18593,2012-11-21,Heat,, Josh Harrellson,placed on IL
18594,2012-11-21,Heat, Dwyane Wade,,activated from IL
18595,2012-11-21,Nets,, Gerald Wallace,placed on IL with sore left ankle
18596,2012-11-21,Nets,, Jerry Stackhouse,placed on IL for rest
18597,2012-11-21,Nets, Tornike Shengelia,,activated from IL
18598,2012-11-21,Nets, Tyshawn Taylor,,activated from IL
18599,2012-11-21,Pistons,, Khris Middleton,placed on IL
18600,2012-11-21,Pistons, Kim English,,activated from IL
18601,2012-11-21,Spurs,, Kawhi Leonard,placed on IL with left knee tendinitis
18602,2012-11-21,Spurs,, Stephen Jackson,placed on IL with fractured right pinky finger
18603,2012-11-21,Timberwolves,, Brandon Roy,placed on IL recovering from arthroscopic surgery on right knee (out for season)
18604,2012-11-21,Timberwolves,, Chase Budinger,placed on IL recovering from surgery on left knee to repair torn meniscus
18605,2012-11-21,Timberwolves, Kevin Love,,activated from IL
18606,2012-11-21,Wizards,, Trevor Booker,placed on IL with right knee injury
18607,2012-11-21,Wizards, Nene / Nene Hilario / Maybyner Hilario,,activated from IL
18608,2012-11-21,Pacers,, Orlando Johnson,placed on IL
18609,2012-11-21,Pacers, Miles Plumlee,,activated from IL
18610,2012-11-21,Spurs, Cory Joseph,,activated from IL
18611,2012-11-23,Blazers,, Victor Claver,placed on IL with sprained elbow
18612,2012-11-23,Blazers, J.J. Hickson,,activated from IL
18613,2012-11-23,Grizzlies, Darrell Arthur,,activated from IL
18614,2012-11-23,Jazz,, Kevin Murphy,placed on IL
18615,2012-11-23,Jazz, Earl Watson,,activated from IL
18616,2012-11-23,Nets,, Mirza Teletovic,placed on IL
18617,2012-11-23,Nets,, Tornike Shengelia,placed on IL
18618,2012-11-23,Nets, Gerald Wallace,,activated from IL
18619,2012-11-23,Nets, Jerry Stackhouse,,activated from IL
18620,2012-11-23,Thunder,, DeAndre Liggins,placed on IL
18621,2012-11-24,Hawks,, Devin Harris,placed on IL with turf toe in left big toe
18622,2012-11-24,Hawks, Johan Petro,,activated from IL
18623,2012-11-24,Heat,, Terrel Harris,placed on IL
18624,2012-11-24,Heat, Dexter Pittman,,activated from IL
18625,2012-11-27,Rockets,, Carlos Delfino,placed on IL with groin injury
18626,2012-11-27,Rockets,, Cole Aldrich,placed on IL
18627,2012-11-27,Rockets, Donatas Motiejunas,,activated from IL
18628,2012-11-27,Rockets, Scott Machado,,activated from IL
18629,2012-11-28,Clippers, Chauncey Billups,,activated from IL
18630,2012-11-28,Hawks,, Johan Petro,placed on IL
18631,2012-11-28,Hawks, Devin Harris,,activated from IL
18632,2012-11-28,Mavericks,, Darren Collison,placed on IL with sprained right middle finger
18633,2012-11-28,Mavericks, Jared Cunningham,,activated from IL
18634,2012-11-29,Heat,, Shane Battier,placed on IL with sprained MCL in right knee
18635,2012-11-29,Heat, Terrel Harris,,activated from IL
18636,2012-11-29,Cavaliers, Luke Harangody,,activated from IL
18637,2012-11-30,Cavaliers,, Kevin Jones,placed on IL
18638,2012-11-30,Hawks,, Kyle Korver,placed on IL with sore back
18639,2012-11-30,Hawks, Johan Petro,,activated from IL
18640,2012-11-30,Nets,, Brook Lopez,placed on IL with sprained right foot
18641,2012-11-30,Nets, Mirza Teletovic,,activated from IL
18642,2012-11-30,Pacers,, Ben Hansbrough,placed on IL
18643,2012-11-30,Pacers, Orlando Johnson,,activated from IL
18644,2012-11-30,Pistons,, Kim English,placed on IL
18645,2012-11-30,Pistons, Viacheslav Kravtsov / Sasha Kravtsov,,activated from IL
18646,2012-11-30,Celtics, Kris Joseph,,activated from IL
18647,2012-12-01,Bucks,, Ekpe Udoh,placed on IL
18648,2012-12-01,Bucks,, Mike Dunleavy Jr.,placed on IL with knee injury
18649,2012-12-01,Bucks, Drew Gooden,,activated from IL
18650,2012-12-01,Bucks, Luc Richard Mbah a Moute / Luc Mbah a Moute,,activated from IL
18651,2012-12-01,Mavericks,, Rodrigue Beaubois,placed on IL
18652,2012-12-01,Mavericks, Darren Collison,,activated from IL
18653,2012-12-01,Pacers,, Miles Plumlee,placed on IL
18654,2012-12-01,Pacers, Ben Hansbrough,,activated from IL
18655,2012-12-01,Pistons,, Viacheslav Kravtsov / Sasha Kravtsov,placed on IL
18656,2012-12-01,Pistons, Kim English,,activated from IL
18657,2012-12-01,Rockets, Carlos Delfino,,activated from IL
18658,2012-12-01,Rockets, Cole Aldrich,,activated from IL
18659,2012-12-01,Spurs,, Cory Joseph,placed on IL
18660,2012-12-01,Thunder, DeAndre Liggins,,activated from IL
18661,2012-12-01,Warriors, Kent Bazemore,,activated from IL
18662,2012-12-03,Bobcats, Gerald Henderson Jr.,,activated from IL
18663,2012-12-03,Bucks,, Beno Udrih,placed on IL with sprained right ankle
18664,2012-12-03,Bucks,, Drew Gooden,placed on IL
18665,2012-12-03,Bucks, Ekpe Udoh,,activated from IL
18666,2012-12-03,Bucks, Mike Dunleavy Jr.,,activated from IL
18667,2012-12-03,Nuggets,, Julyan Stone,placed on IL
18668,2012-12-03,Nuggets, Quincy Miller,,activated from IL
18669,2012-12-04,Bulls,, Richard Hamilton,placed on IL with torn plantar fascia in left foot
18670,2012-12-04,Heat,, Norris Cole (Gene),placed on IL with groin injury
18671,2012-12-04,Heat, Josh Harrellson,,activated from IL
18672,2012-12-04,Nets,, Reggie Evans,placed on IL with flu
18673,2012-12-04,Nets, Tornike Shengelia,,activated from IL
18674,2012-12-04,Suns, Diante Garrett,,activated from IL
18675,2012-12-04,Thunder,, Perry Jones III,placed on IL
18676,2012-12-05,Bucks,, Mike Dunleavy Jr.,placed on IL with sore left knee
18677,2012-12-05,Bucks, Drew Gooden,,activated from IL
18678,2012-12-05,Cavaliers,, Dion Waiters,placed on IL with sprained left ankle
18679,2012-12-05,Cavaliers, Kevin Jones,,activated from IL
18680,2012-12-05,Clippers,, Chauncey Billups,placed on IL with sore left foot
18681,2012-12-05,Mavericks,, Jared Cunningham,placed on IL
18682,2012-12-05,Mavericks, Rodrigue Beaubois,,activated from IL
18683,2012-12-05,Nuggets,, Kosta Koufos,placed on IL with illness
18684,2012-12-05,Nuggets, Julyan Stone,,activated from IL
18685,2012-12-05,Spurs, Cory Joseph,,activated from IL
18686,2012-12-06,Heat,, Dexter Pittman,placed on IL with strained quadricep
18687,2012-12-06,Heat,, Josh Harrellson,placed on IL
18688,2012-12-06,Heat, Norris Cole (Gene),,activated from IL
18689,2012-12-06,Heat, Shane Battier,,activated from IL
18690,2012-12-06,Mavericks,, Rodrigue Beaubois,placed on IL with finger injury
18691,2012-12-06,Mavericks, Jared Cunningham,,activated from IL
18692,2012-12-07,Nets,, Tornike Shengelia,placed on IL
18693,2012-12-07,Nets, Reggie Evans,,activated from IL
18694,2012-12-07,Nuggets,, Julyan Stone,placed on IL
18695,2012-12-07,Nuggets, Kosta Koufos,,activated from IL
18696,2012-12-07,Pacers,, Orlando Johnson,placed on IL
18697,2012-12-07,Pacers, Miles Plumlee,,activated from IL
18698,2012-12-07,Raptors,, Quincy Acy,placed on IL
18699,2012-12-07,Thunder, Daniel Orton,,activated from IL
18700,2012-12-07,Thunder, Jeremy Lamb,,activated from IL
18701,2012-12-08,Mavericks,, Shawn Marion,placed on IL with strained right groin
18702,2012-12-08,Mavericks, Rodrigue Beaubois,,activated from IL
18703,2012-12-10,Blazers,, Nicolas Batum,placed on IL with sore back
18704,2012-12-10,Blazers, Victor Claver,,activated from IL
18705,2012-12-10,Blazers, Will Barton,,activated from IL
18706,2012-12-10,Heat,, Terrel Harris,placed on IL
18707,2012-12-10,Heat,, Udonis Haslem,placed on IL with illness
18708,2012-12-10,Heat, Dexter Pittman,,activated from IL
18709,2012-12-10,Heat, Josh Harrellson,,activated from IL
18710,2012-12-11,Cavaliers, Kyrie Irving,,activated from IL
18711,2012-12-12,Bucks,, Ekpe Udoh,placed on IL with left wrist injury
18712,2012-12-12,Bucks, Mike Dunleavy Jr.,,activated from IL
18713,2012-12-12,Hawks,, DeShawn Stevenson,placed on IL
18714,2012-12-12,Hawks, Kyle Korver,,activated from IL
18715,2012-12-12,Heat,, Josh Harrellson,placed on IL
18716,2012-12-12,Heat, Udonis Haslem,,activated from IL
18717,2012-12-12,Mavericks, Shawn Marion,,activated from IL
18718,2012-12-12,Nets,, Jerry Stackhouse,placed on IL with sore right knee
18719,2012-12-12,Nets, Tornike Shengelia,,activated from IL
18720,2012-12-12,Pacers,, Miles Plumlee,placed on IL
18721,2012-12-12,Pacers, Orlando Johnson,,activated from IL
18722,2012-12-12,Raptors,, Andrea Bargnani,placed on IL with torn ligament in right elbow
18723,2012-12-12,Raptors, Quincy Acy,,activated from IL
18724,2012-12-13,Blazers,, Wesley Matthews / Wes Matthews Jr.,placed on IL with bruised left hip
18725,2012-12-13,Blazers, Nicolas Batum,,activated from IL
18726,2012-12-13,Hawks,, Johan Petro,placed on IL
18727,2012-12-13,Hawks, (James) Mike Scott,,activated from IL
18728,2012-12-13,Hawks, DeShawn Stevenson,,activated from IL
18729,2012-12-14,Bucks,, Tobias Harris,placed on IL with right elbow injury
18730,2012-12-14,Bucks, Ekpe Udoh,,activated from IL
18731,2012-12-14,Nets,, Tornike Shengelia,placed on IL
18732,2012-12-14,Nets, Brook Lopez,,activated from IL
18733,2012-12-14,Raptors,, Kyle Lowry,placed on IL with torn right triceps
18734,2012-12-14,Raptors, Alan Anderson,,activated from IL
18735,2012-12-14,Thunder,, Jeremy Lamb,placed on IL
18736,2012-12-14,Thunder,, Daniel Orton,placed on IL
18737,2012-12-15,Bucks,, Mike Dunleavy Jr.,placed on IL with bruised left knee
18738,2012-12-15,Bucks, Tobias Harris,,activated from IL
18739,2012-12-15,Hawks,, Anthony Morrow,placed on IL with sore back
18740,2012-12-15,Hawks, Johan Petro,,activated from IL
18741,2012-12-15,Timberwolves, Ricky Rubio,,activated from IL
18742,2012-12-16,Blazers, Wesley Matthews / Wes Matthews Jr.,,activated from IL
18743,2012-12-16,Hornets,, Jason Smith,placed on IL with right shoulder injury
18744,2012-12-16,Blazers,, Joel Freeland,placed on IL with finger injury
18745,2012-12-16,Rockets, Terrence Jones,,activated from IL
18746,2012-12-17,Spurs, Stephen Jackson,,activated from IL
18747,2012-12-17,Grizzlies,, Josh Selby,placed on IL
18748,2012-12-17,Grizzlies, Tony Wroten Jr.,,activated from IL
18749,2012-12-17,Thunder, Jeremy Lamb,,activated from IL
